name,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31
"AG MORTGAGE INVESTMENT TRUST, INC.",0.064597,0.037396,0.056075,0.025601,-0.013968000000000001,0.132646,-0.000284,0.023963,0.019406,0.037233999999999996,0.049861,-0.016887,0.007783,0.006011,0.046714000000000006,0.028281999999999998,-0.022349,0.00638,0.029319,-0.08258800000000001,-0.061927,0.09077,0.017847,0.067873,0.021716000000000003,0.039383,-0.037378,-0.006383,-0.048405,0.049711,-0.095264
AGILE THERAPEUTICS INC,-0.04875,-0.08015800000000001,0.034286,-0.035912,0.088825,-0.096053,-0.17030599999999999,-0.596491,-0.034783,0.443694,0.120125,-0.086351,0.143293,0.264,-0.274262,0.296512,0.065022,0.054737,-0.463074,0.219331,0.106707,-0.292011,0.10116699999999999,-0.80212,-0.117857,-0.406883,0.0,0.250853,1.294134,0.031518000000000004,-0.33598500000000003
AGIOS PHARMACEUTICALS INC,-0.251206,0.079604,-0.18549600000000002,0.43376800000000004,-0.094282,0.216764,-0.283113,0.031153,0.125726,0.205615,-0.14880100000000002,-0.061155,0.10242100000000001,0.087269,0.130854,0.055168999999999996,-0.037154,-0.042321,-0.071162,0.37764600000000004,0.020696,0.017291,0.026045,0.114289,-0.09914400000000001,0.025882000000000002,-0.065849,-0.044599,-0.182313,0.043451000000000004,-0.29924
AGNC INVESTMENT CORP.,0.059820000000000005,-0.0015140000000000002,-0.005104999999999999,0.021233,0.035823999999999995,-0.060818000000000004,-0.018757,0.039713,0.061061,0.022414999999999997,0.068376,-0.004746,0.032708,0.0032879999999999997,0.025495999999999998,0.014856000000000001,-0.063192,-0.002484,0.023618,-0.060426,-0.035657,0.06466,0.009514,0.004228,-0.002657,0.05702,-0.013867,-0.011041,-0.032743,0.002242,0.00113
AGREE REALTY CORP,0.14446799999999999,0.05141,-0.053825000000000005,0.040217,-0.022046999999999997,-0.071562,0.036868,0.018458000000000002,0.058209,-0.023675,0.010842000000000001,-0.06085,0.018559000000000003,0.071942,0.019320999999999998,-0.010674,-0.036471,0.045464000000000004,0.050971,-0.064152,-0.021604,0.030998,0.017485,0.08306100000000001,0.0069889999999999996,0.008907,0.071938,-0.059751000000000005,0.078125,0.040160999999999995,0.001763
"AIMMUNE THERAPEUTICS, INC.",-0.295114,0.10813299999999999,0.23186,0.015571999999999999,0.085333,0.394349,-0.099119,-0.106112,0.108862,0.072028,-0.10538399999999999,-0.146091,0.238554,0.046693,-0.0009289999999999999,0.15302300000000002,0.17265,0.314069,-0.009948,-0.06901099999999999,-0.076967,-0.020615,-0.024819,0.066044,-0.18736799999999998,0.07549299999999999,-0.034924,-0.022573,-0.02566,-0.106471,0.007158
"AKEBIA THERAPEUTICS, INC.",-0.160494,0.196524,-0.09162000000000001,0.11316100000000001,-0.169061,0.144947,0.209059,-0.036503,-0.000997,-0.081836,0.432609,0.016692,0.07238800000000001,-0.08211600000000001,0.269143,0.17503,-0.077275,-0.1427,-0.044344,-0.006051999999999999,-0.032476,-0.33356600000000003,-0.033578000000000004,0.066232,0.016293,0.032064,-0.202913,0.075518,-0.151755,0.07877200000000001,-0.315594
AKORN INC,-0.047006,0.201685,-0.213555,0.012629999999999999,-0.121423,-0.113987,0.028746,-0.125057,0.089529,0.157136,0.38911999999999997,-0.005381,0.008115,0.002385,-0.021416,0.008815,-0.018680000000000002,-0.0006140000000000001,-0.009831,-0.00031,-0.47424,0.10448600000000001,-0.228755,-0.031878000000000004,0.187545,0.116335,-0.152808,-0.17272099999999999,-0.48613300000000004,0.028485999999999997,-0.505831
"ALARM.COM HOLDINGS, INC.",0.208962,0.120952,-0.045249,0.052133000000000006,0.011088,0.015079,-0.060432,-0.02659,0.053525,0.077085,0.060833000000000005,-0.00184,0.15606799999999998,0.010629999999999999,0.181173,0.005788,0.033201,-0.12189399999999999,-0.079044,0.016689,-0.058494000000000004,0.044417,0.069952,0.100297,-0.09115500000000001,0.061664000000000004,0.313039,0.019719,-0.225087,0.14321,0.020059
ALDER BIOPHARMACEUTICALS INC,-0.169604,0.285543,0.027103000000000002,-0.006066,-0.259994,-0.028866,-0.116773,-0.012019,0.111922,-0.089716,-0.036058,-0.23192000000000002,-0.256494,-0.061135,-0.08837199999999999,0.25,-0.081633,-0.022222,0.040909,0.235808,-0.017668,-0.086331,0.11810999999999999,0.228873,-0.094556,0.199367,-0.044855,-0.08010999999999999,-0.237237,0.053543,-0.233931
"ALDEYRA THERAPEUTICS, INC.",-0.020654,0.080844,-0.099187,0.41155200000000003,-0.328645,-0.019048,0.038835,0.018692,-0.091743,0.010101,-0.13,0.16091999999999998,-0.079208,0.021505,-0.126316,0.73494,-0.125,0.055556,0.022556,0.099265,0.10367900000000001,-0.09090899999999999,0.04666699999999999,0.070064,-0.053571,-0.125786,0.215827,0.633136,-0.21956499999999998,-0.167131,-0.074693
"ALEXANDER & BALDWIN, INC.",-0.040361,0.09020500000000001,0.020051,-0.042612,0.087715,0.056234,0.018153,-0.0078000000000000005,0.008535000000000001,-0.006915,0.033468,-0.128668,0.033983,0.013290999999999999,0.036728000000000004,0.067512,-0.023527,-0.005704,-0.045423,-0.04398,-0.170814,0.051842,-0.009944,-0.069432,0.102769,0.019149,-0.020042,-0.033234,-0.138828,0.060901,-0.113362
ALEXANDERS INC,0.11704700000000001,0.04897,0.011042000000000001,-0.024209,-0.084199,0.123429,-0.001941,0.000445,0.033916,-0.012100999999999999,0.006831,-0.042363,0.022614000000000002,0.032103,-0.027702,0.012897,-0.030865999999999998,0.039489,-0.06414,-0.070709,0.005422,0.043522,0.031792,-0.003432,-0.012568,-0.031754,-0.013630999999999999,-0.048846,-0.08240600000000001,0.00018999999999999998,-0.018772
ALEXANDRIA REAL ESTATE EQUITIES INC,0.076574,0.084815,-0.019679,-0.004723,-0.008826,0.016511,0.021626,-0.0027900000000000004,0.076611,-0.066717,0.018006,0.037063,0.039853,0.006475,0.000495,-0.012199999999999999,0.041943,0.025008,0.034865,-0.006815,-0.064688,0.03693,-0.002562,0.0028100000000000004,0.017451,0.010065999999999999,0.007141,-0.0127,-0.028301,0.018571999999999998,-0.06658599999999999
ALEXION PHARMACEUTICALS INC,-0.22624300000000003,0.101405,-0.021306,-0.026379,0.064958,-0.060613,-0.001958,0.068083,0.0043619999999999996,-0.076267,0.053943000000000005,-0.232822,0.241151,0.128791,0.036916000000000004,-0.014887,-0.147053,-0.082317,0.089063,-0.002258,-0.015672,-0.051,0.055355999999999995,-0.012752,0.069061,0.070963,-0.080626,0.137189,-0.193799,0.098867,-0.209419
ALIMERA SCIENCES INC,-0.201299,0.666667,-0.253659,-0.026143999999999997,-0.161074,-0.12,-0.018182,0.074074,0.11206899999999999,0.08527100000000001,0.142857,-0.1125,-0.021126999999999996,0.035971,-0.034722,-0.028777,-0.088889,0.060976,0.019157,-0.12030099999999999,0.111111,-0.20769200000000002,0.087379,-0.3,0.247832,0.083512,-0.018868,-0.05769199999999999,0.02551,0.014924999999999999,-0.29597999999999997
ALKERMES PLC.,-0.068735,0.154558,-0.122846,0.07448,0.071869,0.127356,-0.021995,-0.026448,0.044169,0.035398,-0.004274,-0.008412,0.003636,-0.061411,-0.066716,0.0011819999999999999,-0.040913000000000005,0.072395,0.046662999999999996,0.044582,-0.001574,0.015417,-0.23619700000000002,0.066185,-0.127966,0.065355,0.022577,-0.053524,-0.037936,-0.10751899999999999,-0.190176
"ALLEGIANCE BANCSHARES, INC.",0.041876,0.015273000000000002,0.039192,0.028571,-0.024073999999999998,0.16129000000000002,0.181373,-0.102351,0.137134,0.00813,0.049731,-0.007682,-0.011613,-0.019582,-0.093209,0.080764,0.065217,0.016582,-0.055207,0.073041,-0.055693,0.026212,0.033206,0.076638,-0.004592,0.036909,-0.008899,-0.063973,-0.071703,-0.02015,-0.146586
ALLERGAN PLC,-0.019767,0.094595,-0.072781,-0.018035000000000002,-0.09278800000000001,-0.070068,0.080854,0.042283999999999995,0.121659,-0.024099,0.020676,-0.079595,0.086436,0.038010999999999996,-0.087782,-0.10689399999999999,-0.13525299999999998,-0.015234000000000001,-0.058966000000000005,0.101968,-0.140464,0.09123300000000001,-0.08699299999999999,-0.013863,0.10557,0.10418699999999999,0.045304000000000004,-0.006416,-0.17046399999999998,-0.004366999999999999,-0.146488
"ALNYLAM PHARMACEUTICALS, INC.",-0.226297,0.226888,0.025998999999999998,-0.029634999999999998,-0.474771,0.232303,-0.146569,0.068109,0.291323,-0.007552,0.045854,0.221269,0.218454,0.037362,0.036137,0.37046500000000004,0.037024,0.10423500000000001,-0.055671,0.023062,-0.07554999999999999,-0.008822,-0.206297,0.052259,-0.009852,-0.035435,0.291263,-0.286541,-0.08101000000000001,0.009075999999999999,-0.101651
AMAG PHARMACEUTICALS INC.,0.115672,0.109114,-0.10177199999999999,0.028534999999999998,0.048552,0.291829,0.048193,-0.307471,-0.068465,0.0044540000000000005,0.08204,-0.290984,0.063584,0.067935,-0.150127,0.10479,-0.149051,-0.111465,-0.050179,0.083019,0.466899,-0.042755,0.019851,0.189781,-0.202454,0.130769,0.106576,-0.18032800000000002,0.075,-0.16046500000000002,-0.158449
AMARIN CORP PLCUK,0.038462,0.22685199999999997,0.056604,0.139286,-0.021943999999999998,0.038462,-0.049382999999999996,-0.035714,0.144781,-0.058823999999999994,-0.0125,-0.06962,0.370748,-0.12158799999999999,-0.042373,0.032448000000000005,-0.028571,-0.038235,0.2263,-0.06483799999999999,-0.074667,-0.13256500000000002,-0.086379,0.203636,-0.066465,-0.174757,0.239216,4.148734,0.28027,-0.135862,-0.243889
"AMBER ROAD, INC.",0.287145,0.143969,0.189342,-0.080076,-0.012435,0.220357,-0.219261,-0.02533,-0.14802300000000002,0.023873000000000002,0.060881,-0.117216,0.185339,0.09334899999999999,-0.13980800000000002,-0.047146,-0.028645999999999998,-0.016086,0.0,-0.010899,0.253444,-0.021978,0.040449,-0.023757999999999998,0.040929,-0.096706,0.027059000000000003,0.101947,-0.074844,-0.020225,-0.056193
"AMERICAN ASSETS TRUST, INC.",0.066983,0.081056,-0.034437999999999996,-0.015124,-0.08460100000000001,0.008813999999999999,0.08187699999999999,-0.0034820000000000003,0.024923999999999998,-0.043182,0.023662000000000002,-0.088256,0.015365,0.030972,0.000246,-0.014525,-0.024642,0.014695,-0.021596,-0.077929,-0.100397,0.061791,0.004789,0.082812,0.060798,0.003656,0.027843,-0.049114000000000005,0.028694,0.084984,-0.028111
AMERICAN CAMPUS COMMUNITIES INC,0.124415,0.022697,-0.065471,0.015167,0.024376000000000002,-0.087891,0.056464,-0.023106,0.059646,-0.068689,-0.004203,0.010762,-0.0033710000000000003,0.013531,0.001877,-0.072284,-0.058211000000000006,0.029822,-0.031855,-0.062637,-0.040042,0.058662,0.012688,0.037075,0.069327,-0.038013,0.027635999999999997,-0.018364000000000002,-0.040087000000000005,0.120982,-0.055670000000000004
AMERICAN HOMES 4 RENT,0.119411,0.05957,0.007834,-0.00823,-0.024492,-0.001895,-0.001898,0.061964,0.06687599999999999,-0.031973,0.00392,-0.025163,0.006676,0.019495,-0.03694,-0.018050999999999998,-0.019806999999999998,0.009398,0.019088,-0.048076999999999995,-0.07696,0.048984,0.005976,-0.013861000000000002,0.115964,-0.001803,0.047877,-0.05431,-0.03746,-0.011391,-0.044647
AMERICAN RIVER BANKSHARES,-0.054009,-0.0060409999999999995,0.008636,0.05344,0.12915100000000002,0.107843,0.11430699999999999,-0.00728,-0.004667,-0.004032,-0.00135,-0.063514,0.050688000000000004,-0.035148,-0.053047000000000004,0.047691,0.10187900000000001,-0.010526,0.013298,0.013779999999999999,-0.006494,0.013725000000000001,-0.00058,0.022515,0.003165,-0.009464,-0.033866,0.013228,-0.005222,-0.024358,-0.058704
AMERICAN TOWER CORP /MA/,0.079032,0.019012,-0.020644,0.00441,0.03406,-0.127315,0.039014,-0.020628,0.10908200000000001,0.058803,0.041303,0.041687,0.013491999999999999,0.030305,0.085968,-0.07234,0.051141,0.00181,-0.003891,0.035255999999999996,-0.056669,0.04313500000000001,-0.056626,0.01474,0.047481,0.028231000000000003,0.005936,-0.020318999999999997,0.072333,0.055709,-0.033194
AMERIS BANCORP,-0.065347,0.116498,0.05006,0.006605,0.038626999999999995,0.235537,-0.025640999999999997,0.034404,0.070953,-0.043478,0.021692,-0.07961800000000001,0.114187,-0.049793000000000004,-0.03821,0.09194100000000001,-0.002083,0.035491,-0.02621,0.11099600000000001,-0.00747,-0.002822,-0.022684000000000003,0.07736900000000001,-0.040395,-0.126523,0.065451,-0.077543,-0.061487999999999994,-0.001399,-0.25823
AMICUS THERAPEUTICS INC,-0.228814,0.23076899999999997,-0.004464,0.106129,-0.067568,-0.133333,-0.16889600000000002,0.10664,0.18,0.098613,0.077139,0.044271000000000005,0.255611,0.285998,0.076448,0.08177899999999999,-0.055702999999999996,-0.022472,0.033763999999999995,0.127172,-0.151665,0.09302300000000001,-0.059176,0.194346,-0.07574,-0.06850200000000001,-0.07354,-0.103116,-0.075269,-0.012522,-0.132246
"AMPHASTAR PHARMACEUTICALS, INC.",0.024793,0.0037219999999999996,0.174289,-0.001579,-0.043753,0.11742000000000001,-0.09126799999999999,-0.144951,-0.017778000000000002,-0.062702,0.041379,0.130464,0.04628,-0.032475000000000004,-0.073495,0.11617699999999999,0.011192,0.084117,-0.017866,-0.031185,-0.015021,0.021242,0.018133,-0.17234200000000002,-0.034177,0.143512,0.08767899999999999,0.013699,-0.067048,0.210028,-0.08379400000000001
"AMPIO PHARMACEUTICALS, INC.",-0.660526,-0.23255800000000001,-0.164949,-0.104633,-0.072683,0.107226,0.18447399999999997,0.08864699999999999,-0.163265,-0.024390000000000002,-0.30112500000000003,0.566267,-0.404933,0.019958,0.00207,0.147202,0.734861,0.283019,1.992647,-0.262899,-0.26,0.531532,-0.238235,-0.29729700000000003,0.208791,0.35,-0.788215,-0.19236899999999998,-0.094488,0.38304299999999997,-0.37944
ANADARKO PETROLEUM CORP,0.027767,0.024038,-0.019438999999999998,0.185899,-0.06186899999999999,0.163358,0.009111000000000001,-0.002868,-0.070186,-0.040217,-0.08032299999999999,-0.11381999999999999,-0.101722,0.007278,-0.103788,0.194723,0.010645,-0.025927,0.116448,0.1195,-0.050125,0.063464,0.114385,0.036839,0.053009,-0.0013650000000000001,-0.119617,0.050621,-0.2108,-0.005639,-0.165595
ANI PHARMACEUTICALS INC,0.03084,0.085632,-0.014191,0.11064600000000001,-0.10022600000000001,-0.012898,0.028678,-0.0028039999999999996,-0.022829000000000002,-0.161842,0.09311299999999999,-0.19271999999999997,0.071183,0.041239,-0.014981,0.093542,0.106496,0.224346,-0.093658,0.042047999999999995,-0.04601,-0.091306,0.019409,0.066386,0.055458999999999994,0.0022459999999999997,-0.130695,-0.028522,-0.14167,0.145477,-0.19014199999999998
ANNALY CAPITAL MANAGEMENT INC,0.074669,-0.00489,-0.02459,0.0050539999999999995,-0.013333,-0.013514,0.0048920000000000005,0.025075,0.086106,0.027928,0.063006,0.014395,0.030885,-0.00166,0.039069,-0.0008,-0.059885,0.018325,0.044558999999999994,-0.113541,-0.048387,0.06979099999999999,-0.005753,0.005786,0.01534,0.041788,-0.009328,-0.008475,-0.035191,0.017224,0.007968
ANSYS INC,0.018519,-0.015317,0.064123,-0.026081,-0.013605,0.029338000000000003,-0.016378,0.008325,0.144757,0.0010299999999999999,0.030785,0.146786,-0.036808,0.064678,-0.005635,-0.047275,0.113909,0.08397299999999999,-0.004049,0.095264,-0.010578,-0.02032,0.031719,0.007052,0.06990199999999999,-0.030428,0.10125500000000001,0.003764,-0.19889700000000002,0.083383,-0.117763
ANTERO RESOURCES CORP,-0.10506399999999999,0.008083,-0.024055,0.054382,-0.017811,-0.074802,-0.034300000000000004,0.032135,-0.017616,-0.048791,-0.071021,-0.029259,0.050559,-0.045812,-0.045102,0.010665000000000001,-0.025126,-0.020619000000000002,0.0,0.022632,-0.031909,0.05529,-0.042821,0.005789,0.117216,-0.037939,-0.098832,-0.04322,-0.102767,-0.173694,-0.284844
ANWORTH MORTGAGE ASSET CORP,0.047515999999999996,0.046809,-0.006098,0.03681,-0.002033,0.059063,0.023077,-0.007737000000000001,0.060429000000000004,0.047793999999999996,0.055856,0.032423,0.018182,0.001664,0.006645,0.016502,-0.069884,0.005366999999999999,-0.005338000000000001,-0.10661799999999999,-0.061728,0.085526,-0.014582999999999999,0.071882,0.007890000000000001,0.014085,-0.031745999999999996,-0.022541000000000002,-0.058315,0.029817,-0.071269
APARTMENT INVESTMENT & MANAGEMENT CO,0.035404,0.040987,-0.010006999999999999,0.016158,-0.040077999999999996,-0.037214,0.079572,-0.030363,0.063989,-0.046851000000000004,-0.013753999999999999,-0.010517,0.001165,0.060042,0.003074,-0.032429,0.002736,0.010687,-0.008619,-0.042782,-0.066922,0.054061000000000005,-0.003681,0.015025,0.036003,0.008274,0.035873,0.007534,-0.024700000000000003,0.10292799999999999,-0.068167
